1,1,102,200,80,120,0.9,0,-1,-1
2,1,104,200,80,120,0.9,0,-1,-1
3,1,106,200,80,120,0.9,0,-1,-1
4,1,108,200,80,120,0.9,0,-1,-1
5,1,110,200,80,120,0.9,0,-1,-1
6,1,112,200,80,120,0.9,0,-1,-1
7,1,114,200,80,120,0.9,0,-1,-1
8,1,116,200,80,120,0.9,0,-1,-1
9,1,118,200,80,120,0.9,0,-1,-1
10,1,120,200,80,120,0.9,0,-1,-1
11,1,122,200,80,120,0.9,0,-1,-1
12,1,124,200,80,120,0.9,0,-1,-1
13,1,126,200,80,120,0.9,0,-1,-1
14,1,128,200,80,120,0.9,0,-1,-1
15,1,130,200,80,120,0.9,0,-1,-1
16,1,132,200,80,120,0.9,0,-1,-1
17,1,134,200,80,120,0.9,0,-1,-1
18,1,136,200,80,120,0.9,0,-1,-1
19,1,138,200,80,120,0.9,0,-1,-1
20,1,140,200,80,120,0.9,0,-1,-1
21,1,142,200,80,120,0.9,0,-1,-1
22,1,144,200,80,120,0.9,0,-1,-1
23,1,146,200,80,120,0.9,0,-1,-1
24,1,148,200,80,120,0.9,0,-1,-1
25,1,150,200,80,120,0.9,0,-1,-1
26,1,152,200,80,120,0.9,0,-1,-1
27,1,154,200,80,120,0.9,0,-1,-1
28,1,156,200,80,120,0.9,0,-1,-1
29,1,158,200,80,120,0.9,0,-1,-1
30,1,160,200,80,120,0.9,0,-1,-1
31,1,162,200,80,120,0.9,0,-1,-1
32,1,164,200,80,120,0.9,0,-1,-1
33,1,166,200,80,120,0.9,0,-1,-1
34,1,168,200,80,120,0.9,0,-1,-1
35,1,170,200,80,120,0.9,0,-1,-1
36,1,172,200,80,120,0.9,0,-1,-1
37,1,174,200,80,120,0.9,0,-1,-1
38,1,176,200,80,120,0.9,0,-1,-1
39,1,178,200,80,120,0.9,0,-1,-1
40,1,180,200,80,120,0.9,0,-1,-1
41,1,182,200,80,120,0.9,0,-1,-1
42,1,184,200,80,120,0.9,0,-1,-1
43,1,186,200,80,120,0.9,0,-1,-1
44,1,188,200,80,120,0.9,0,-1,-1
45,1,190,200,80,120,0.9,0,-1,-1
46,1,192,200,80,120,0.9,0,-1,-1
47,1,194,200,80,120,0.9,0,-1,-1
48,1,196,200,80,120,0.9,0,-1,-1
49,1,198,200,80,120,0.9,0,-1,-1
50,1,200,200,80,120,0.9,0,-1,-1
20,2,400,150,90,110,0.85,0,-1,-1
21,2,400,150,90,110,0.85,0,-1,-1
22,2,400,150,90,110,0.85,0,-1,-1
23,2,400,150,90,110,0.85,0,-1,-1
24,2,400,150,90,110,0.85,0,-1,-1
25,2,400,150,90,110,0.85,0,-1,-1
26,2,400,150,90,110,0.85,0,-1,-1
27,2,400,150,90,110,0.85,0,-1,-1
28,2,400,150,90,110,0.85,0,-1,-1
29,2,400,150,90,110,0.85,0,-1,-1
30,2,400,150,90,110,0.85,0,-1,-1
31,2,400,150,90,110,0.85,0,-1,-1
32,2,400,150,90,110,0.85,0,-1,-1
33,2,400,150,90,110,0.85,0,-1,-1
34,2,400,150,90,110,0.85,0,-1,-1
35,2,400,150,90,110,0.85,0,-1,-1
36,2,400,150,90,110,0.85,0,-1,-1
37,2,400,150,90,110,0.85,0,-1,-1
38,2,400,150,90,110,0.85,0,-1,-1
39,2,400,150,90,110,0.85,0,-1,-1
40,2,400,150,90,110,0.85,0,-1,-1
41,2,400,150,90,110,0.85,0,-1,-1
42,2,400,150,90,110,0.85,0,-1,-1
43,2,400,150,90,110,0.85,0,-1,-1
44,2,400,150,90,110,0.85,0,-1,-1
45,2,400,150,90,110,0.85,0,-1,-1
46,2,400,150,90,110,0.85,0,-1,-1
47,2,400,150,90,110,0.85,0,-1,-1
48,2,400,150,90,110,0.85,0,-1,-1
49,2,400,150,90,110,0.85,0,-1,-1
40,3,600,300,70,100,0.8,0,-1,-1
41,3,600,300,70,100,0.8,0,-1,-1
42,3,600,300,70,100,0.8,0,-1,-1
43,3,600,300,70,100,0.8,0,-1,-1
44,3,600,300,70,100,0.8,0,-1,-1
